"Country","City","TypeContract","PriceValue"
"Romania","Bucuresti","Furnizare","774456"
"Romania","Bucuresti","Furnizare","138303"
"Romania","Bucuresti","Furnizare","113"
"Romania","Bucuresti","Furnizare","921"
"Romania","Bucuresti","Furnizare","618600"
"Romania","Bucuresti","Furnizare","3288"
"Romania","Bucuresti","Furnizare","28296"
"Romania","Bucuresti","Furnizare","7812"
"Romania","Bucuresti","Furnizare","2614"
"Romania","Bucuresti","Furnizare","64282"
"Romania","Gheorgheni","Furnizare","64198"
"Romania","Bucuresti","Furnizare","109"
"Romania","Cluj-Napoca","Furnizare","14949"
"Romania","Corunca","Furnizare","224351"
"Romania","Corunca","Furnizare","50058"
"Romania","Iasi","Furnizare","224351"
"Romania","Iasi","Furnizare","4489"
"Romania","Corunca","Furnizare","3098"
"Romania","Corunca","Furnizare","9062"
"Romania","Corunca","Furnizare","45473"
"Romania","Corunca","Furnizare","49989"
"Romania","Corunca","Furnizare","195804"
"Romania","Corunca","Furnizare","7272"
"Romania","Corunca","Furnizare","146280"
"Romania","Corunca","Furnizare","162000"
"Romania","Corunca","Furnizare","11088"
"Romania","Corunca","Furnizare","74400"
"Romania","Corunca","Furnizare","37296"
"Romania","Corunca","Furnizare","112200"
"Romania","Corunca","Furnizare","20088"
"Romania","Corunca","Furnizare","2520"
"Romania","Corunca","Furnizare","2528"
"Romania","Corunca","Furnizare","22320"
"Romania","Corunca","Furnizare","46512"
"Romania","Corunca","Furnizare","600"
"Romania","Corunca","Furnizare","3071"
"Romania","Corunca","Furnizare","23712"
"Romania","Corunca","Furnizare","79560"
"Romania","Corunca","Furnizare","118368"
"Romania","Corunca","Furnizare","3780"
"Romania","Corunca","Furnizare","9360"
"Romania","Corunca","Furnizare","31"
"Romania","Corunca","Furnizare","1680"
"Romania","Corunca","Furnizare","13824"
"Romania","Corunca","Furnizare","4512"
"Romania","Corunca","Furnizare","1781"
"Romania","Corunca","Furnizare","1392"
"Romania","Corunca","Furnizare","22800"
"Romania","Corunca","Furnizare","52624"
"Romania","Corunca","Furnizare","96204"
"Romania","Corunca","Furnizare","53904"
"Romania","Corunca","Furnizare","120192"
"Romania","Corunca","Furnizare","8000"
"Romania","Corunca","Furnizare","29520"
"Romania","Corunca","Furnizare","730"
"Romania","Corunca","Furnizare","5184"
"Romania","Corunca","Furnizare","10491"
"Romania","Corunca","Furnizare","3221"
"Romania","Corunca","Furnizare","1512"
"Romania","Corunca","Furnizare","2280"
"Romania","Corunca","Furnizare","1224"
"Romania","Corunca","Furnizare","2800"
"Romania","Corunca","Furnizare","287"
"Romania","Corunca","Furnizare","312"
"Romania","Corunca","Furnizare","9576"
"Romania","Corunca","Furnizare","90972"
"Romania","Corunca","Furnizare","50400"
"Romania","Corunca","Furnizare","1536"
"Romania","Corunca","Furnizare","900"
"Romania","Corunca","Furnizare","6231"
"Romania","Corunca","Furnizare","3413"
"Romania","Corunca","Furnizare","87059"
"Romania","Corunca","Furnizare","300868"
"Romania","Corunca","Furnizare","437905"
"Romania","Corunca","Furnizare","7812"
"Romania","Corunca","Furnizare","75"
"Romania","Corunca","Furnizare","160"
"Romania","Corunca","Furnizare","2644"
"Romania","Corunca","Furnizare","42"
"Romania","Corunca","Furnizare","1920"
"Romania","Corunca","Furnizare","34880"
"Romania","Corunca","Furnizare","858"
"Romania","Corunca","Furnizare","80"
"Romania","Corunca","Furnizare","220"
"Romania","Corunca","Furnizare","680"
"Romania","Corunca","Furnizare","30800"
"Romania","Corunca","Furnizare","262"
"Romania","Corunca","Furnizare","2535"
"Romania","Corunca","Furnizare","57"
"Romania","Corunca","Furnizare","190"
"Romania","Corunca","Furnizare","1620"
"Romania","Corunca","Furnizare","11840"
"Romania","Corunca","Furnizare","3000"
"Romania","Corunca","Furnizare","10560"
"Romania","Corunca","Furnizare","1305"
"Romania","Corunca","Furnizare","4290"
"Romania","Corunca","Furnizare","5100"
"Romania","Corunca","Furnizare","110"
"Romania","Corunca","Furnizare","8000"
"Romania","Corunca","Furnizare","11375"
"Romania","Corunca","Furnizare","3800"
"Romania","Corunca","Furnizare","7805"
"Romania","Corunca","Furnizare","7620"
"Romania","Corunca","Furnizare","476"
"Romania","Corunca","Furnizare","2304"
"Romania","Corunca","Furnizare","443"
"Romania","Corunca","Furnizare","660"
"Romania","Corunca","Furnizare","300"
"Romania","Corunca","Furnizare","13620"
"Romania","Corunca","Furnizare","596"
"Romania","Corunca","Furnizare","6688"
"Romania","Corunca","Furnizare","2760"
"Romania","Corunca","Furnizare","410"
"Romania","Corunca","Furnizare","4950"
"Romania","Corunca","Furnizare","1932"
"Romania","Corunca","Furnizare","14500"
"Romania","Corunca","Furnizare","12250"
"Romania","Corunca","Furnizare","436"
"Romania","Corunca","Furnizare","390"
"Romania","Bucuresti","Furnizare","2400"
"Romania","Bucuresti","Furnizare","17172"
"Romania","Bucuresti","Furnizare","8000"
"Romania","Bucuresti","Furnizare","21520"
"Romania","Bucuresti","Furnizare","730"
"Romania","Bucuresti","Furnizare","860"
"Romania","Bucuresti","Furnizare","816"
"Romania","Bucuresti","Furnizare","1008"
"Romania","Bucuresti","Furnizare","450"
"Romania","Bucuresti","Furnizare","2880"
"Romania","Bucuresti","Furnizare","9576"
"Romania","Bucuresti","Furnizare","924"
"Romania","Bucuresti","Furnizare","620"
"Romania","Bucuresti","Furnizare","750"
"Romania","Bucuresti","Furnizare","3888"
"Romania","Bucuresti","Furnizare","2016"
"Romania","Bucuresti","Furnizare","30800"
"Romania","Bucuresti","Furnizare","14500"
"Romania","Bucuresti","Furnizare","1200"
"Romania","Bucuresti","Furnizare","540"
"Romania","Constanta","Lucrari","7422204"
"Romania","Bucuresti","Furnizare","1887"
"Romania","Deva","Furnizare","42704"
"Romania","Iasi","Furnizare","2251"
"Romania","Iasi","Furnizare","5112"
"Romania","Iasi","Furnizare","1680"
"Romania","Iasi","Furnizare","17172"
"Romania","Iasi","Furnizare","1790"
"Romania","Iasi","Furnizare","10332"
"Romania","Iasi","Furnizare","5651"
"Romania","Iasi","Furnizare","12634"
"Romania","Iasi","Furnizare","21520"
"Romania","Iasi","Furnizare","244"
"Romania","Iasi","Furnizare","860"
"Romania","Iasi","Furnizare","3221"
"Romania","Iasi","Furnizare","67872"
"Romania","Iasi","Furnizare","8543"
"Romania","Iasi","Furnizare","1224"
"Romania","Iasi","Furnizare","287"
"Romania","Iasi","Furnizare","2880"
"Romania","Iasi","Furnizare","14359"
"Romania","Iasi","Furnizare","3143"
"Romania","Iasi","Furnizare","387374"
"Romania","Iasi","Furnizare","750"
"Romania","Iasi","Furnizare","900"
"Romania","Iasi","Furnizare","3888"
"Romania","Iasi","Furnizare","6231"
"Romania","Iasi","Furnizare","2293"
"Romania","Bucuresti","Furnizare","1714560"
"Romania","Bucuresti","Furnizare","16740"
"Romania","Bucuresti","Furnizare","32475"
"Romania","Bucuresti","Furnizare","32475"
"Romania","Bucuresti","Furnizare","7218"
"Romania","Bucuresti","Furnizare","1576000"
"Romania","Bucuresti","Furnizare","57725"
"Romania","Bucuresti","Furnizare","56900"
"Romania","Bucuresti","Furnizare","59360"
"Romania","Viseu de Sus","Lucrari","159152"
"Romania","Bacau","Furnizare","30800"
"Romania","Bacau","Furnizare","2304"
"Romania","Bacau","Furnizare","300"
"Romania","Bacau","Furnizare","4950"
"Romania","Bacau","Furnizare","14500"
"Romania","Bacau","Furnizare","436"
"Romania","Bacau","Furnizare","1200"
"Romania","Bacau","Furnizare","9360"
"Romania","Leordeni","Servicii","29775"
"Romania","Suceava","Servicii","17300"
"Romania","Bucuresti","Lucrari","37098824"
"Romania","Bucuresti","Furnizare","15360"
"Romania","Bucuresti","Furnizare","75499"
"Romania","Bucuresti","Furnizare","1072304"
"Romania","Ramnicu Valcea","Furnizare","16140"
"Romania","Bucuresti","Furnizare","172800"
"Romania","Bucuresti","Furnizare","6444"
"Romania","Bucuresti","Furnizare","44820"
"Romania","Lugoj","Lucrari","62417"
"Romania","Bucuresti","Furnizare","548"
"Hungary","NA","Furnizare","9982"
"Romania","Slatina","Servicii","123200"
"Romania","Constanta","Servicii","2353"
"Romania","Turceni","Lucrari","3539082"
"Romania","Bucuresti","Furnizare","3561"
"Romania","Bucuresti","Furnizare","90000"
"Romania","Cluj-Napoca","Furnizare","647343"
"Romania","Vaslui","Furnizare","65250"
"Romania","Orasu Nou","Lucrari","685034"
"Romania","Targoviste","Furnizare","21900"
"Romania","Prejmer","Furnizare","105299"
"Romania","Otopeni","Servicii","49441"
"Romania","Cluj-Napoca","Lucrari","554267647"
"Romania","Marginea","Servicii","14101"
"Romania","Marginea","Servicii","14158"
"Romania","Bucuresti","Furnizare","60759"
"Romania","Bucuresti","Furnizare","352450"
"Romania","Bucuresti","Furnizare","498854"
"Romania","Bucuresti","Furnizare","132370"
"Romania","Bucuresti","Furnizare","384172"
"Romania","Slobozia","Furnizare","339600"
"Romania","Ormenis","Servicii","96880"
"Romania","Frumosu","Servicii","80862"
"Romania","Vaslui","Furnizare","41690"
"Romania","Vaslui","Furnizare","62026"
"Romania","Iasi","Furnizare","245"
"Romania","Iasi","Furnizare","528"
"Romania","Iasi","Furnizare","1700"
"Romania","Iasi","Furnizare","3051"
"Romania","Bucuresti","Furnizare","8966"
"Romania","Bucuresci","Furnizare","159375"
"Romania","Pitesti","Servicii","187228"
"Romania","Bacau","Servicii","543873"
"Romania","Bascov","Furnizare","10920"
"Romania","Bascov","Furnizare","13868"
"Romania","Bucuresti","Furnizare","206825"
"Romania","Baia Mare","Furnizare","55793"
"Romania","Moara","Lucrari","634083"
"Romania","Suceava","Servicii","14277"
"Romania","Suceava","Servicii","8588"
"Romania","Suceava","Servicii","3965"
"Romania","Bucuresti","Furnizare","29940"
"Romania","Bucuresti","Furnizare","36256"
"Romania","Botosani","Servicii","67000"
"Romania","Giurgiu","Servicii","135100"
"Romania","Cluj-Napoca","Furnizare","69900"
"Romania","Cluj-Napoca","Furnizare","162800"
"Romania","Bucuresti","Furnizare","80322"
"Romania","Bucuresti","Furnizare","64257"
"Romania","Deva","Furnizare","19400"
"Romania","Deva","Furnizare","25200"
"Romania","Deva","Furnizare","45100"
"Romania","Clinceni","Furnizare","4351"
"Romania","Clinceni","Furnizare","9103"
"Romania","Bucuresti","Servicii","103275"
"Romania","Prejmer","Furnizare","5799"
"Romania","Prejmer","Furnizare","14777"
"Romania","Utvin","Furnizare","53200"
"Romania","Braila","Furnizare","3614"
"Romania","Bucuresti","Servicii","71880"
"Romania","Sfantu Gheorghe","Servicii","39741"
"Romania","Sfantu Gheorghe","Servicii","137470"
"Romania","Sfantu Gheorghe","Servicii","15172"
"Romania","Sfantu Gheorghe","Servicii","22088"
"Romania","Iasi","Servicii","12442"
"Romania","Iasi","Servicii","14342"
"Romania","Tismana","Furnizare","16000"
"Romania","Botosani","Lucrari","19637"
"Romania","TIMISOARA","Servicii","389130"
"Romania","Vama","Servicii","240202"
"Romania","Vama","Servicii","20286"
"Romania","Constanta","Servicii","6900"
"Romania","Purcareni","Servicii","33768"
"Romania","Rosiori de Vede","Servicii","391686"
"Romania","Vicovu de Jos","Lucrari","4043"
"Romania","Vicovu de Jos","Lucrari","38414"
"Romania","Bucuresti","Lucrari","789212"
"Romania","Voluntari","Furnizare","39250"
"Romania","stefanesti","Lucrari","12605841"
"Romania","stefanesti","Lucrari","25728939"
"Romania","stefanesti","Lucrari","53764118"
"Romania","Rm. Valcea","Servicii","313370"
"Romania","Bucuresti","Furnizare","1286"
"Romania","Vaculesti","Servicii","304675"
"Romania","Caracal","Servicii","255517"
"Romania","GILAU","Servicii","38014"
"Romania","Targu Mures","Furnizare","34848"
"Romania","Borsec","Servicii","108796"
"Romania","Brasca","Servicii","12500"
"Romania","Brasca","Servicii","28400"
"Romania","Brasca","Servicii","11000"
"Romania","Brasca","Servicii","11000"
"Romania","Bucuresti","Servicii","76520"
"Romania","Bucuresti","Servicii","12266"
"Romania","Suceava","Servicii","6937"
"Romania","Suceava","Servicii","19318"
"Romania","Suceava","Servicii","6071"
"Romania","Suceava","Servicii","73960"
"Romania","Suceava","Servicii","44839"
"Romania","Focsani","Servicii","8470"
"Romania","Focsani","Servicii","4480"
"Romania","Nicolae Balcescu","Furnizare","272000"
"Romania","Timisoara","Furnizare","93070"
"Romania","Bucuresti","Furnizare","2255670"
"Romania","Bucuresti","Furnizare","598844"
"Romania","Bucuresti","Furnizare","639754"
"Romania","Voluntari","Furnizare","65390"
"Romania","Bucuresti","Furnizare","163200"
"Romania","Urlati","Furnizare","153120"
"Romania","Negresti-Oas","Servicii","36250"
"Romania","Brosteni","Servicii","124715"
"Romania","Brosteni","Servicii","130587"
"Romania","Brosteni","Servicii","2086"
"Romania","Brosteni","Servicii","24413"
"Romania","Tg. Neamt","Furnizare","87000"
"Romania","Tg. Neamt","Furnizare","36000"
"Romania","Timisoara","Furnizare","46244"
"Romania","Bucuresti","Servicii","388899"
"Romania","Bacau","Furnizare","44772"
"Romania","Bucure?ti","Furnizare","11450"
"Romania","Constanta","Servicii","131000"
"Romania","Bucuresti","Furnizare","1445459"
"Romania","Bucuresti","Furnizare","192700"
"Romania","Mogosoaia","Furnizare","528"
"Romania","Mogosoaia","Furnizare","1700"
"Romania","Mogosoaia","Furnizare","3051"
"Romania","Mogosoaia","Furnizare","1680"
"Romania","Mogosoaia","Furnizare","26730"
"Romania","Mogosoaia","Furnizare","225"
"Romania","Mogosoaia","Furnizare","635"
"Romania","Mogosoaia","Furnizare","684"
"Romania","Mogosoaia","Furnizare","896"
"Romania","Mogosoaia","Furnizare","1446"
"Romania","Mogosoaia","Furnizare","2808"
"Romania","Mogosoaia","Furnizare","11740"
"Romania","Bucuresti","Furnizare","576000"
"Romania","Floresti","Servicii","158500"
"Romania","Frasin","Servicii","143277"
"Romania","Frasin","Servicii","7869"
"Romania","Vaslui","Furnizare","233440"
"Romania","Arad","Servicii","14910"
"Romania","Arad","Servicii","3285"
"Romania","Arad","Servicii","1490"
"Romania","Bucuresti","Furnizare","363840"
"Romania","Dumbrava Rosie","Furnizare","16100"
"Romania","Dumbrava Rosie","Furnizare","23100"
"Romania","Dumbrava Rosie","Furnizare","138250"
"Romania","Bucuresti","Furnizare","570756"
"Romania","Timisoara","Furnizare","110312"
"Romania","Ploiesti","Furnizare","30565"
"Romania","Slatina","Lucrari","586709"
"Romania","Moinesti","Servicii","160740"
"Romania","Bucuresti","Servicii","60000"
"Romania","Iasi","Lucrari","1923718"
"Romania","Timisoara","Servicii","18000"
"Romania","Bucuresti","Furnizare","1680"
"Romania","Bucuresti","Furnizare","15600"
"Romania","Bucuresti","Furnizare","29940"
"Romania","Bucuresti","Furnizare","36256"
"Romania","Bucuresti","Furnizare","245"
"Romania","Bucuresti","Furnizare","528"
"Romania","Bucuresti","Furnizare","1700"
"Romania","Bucuresti","Furnizare","3051"
"Romania","Bucuresti","Furnizare","134"
"Romania","Bucuresti","Furnizare","225"
"Romania","Bucuresti","Furnizare","635"
"Romania","Bucuresti","Furnizare","684"
"Romania","Bucuresti","Furnizare","896"
"Romania","Bucuresti","Furnizare","1446"
"Romania","Bucuresti","Furnizare","2808"
"Romania","Bucuresti","Furnizare","11740"
"Romania","Hunedoara","Furnizare","131528"
"Romania","Brasov","Furnizare","32680"
"Romania","Constanta","Furnizare","236023"
"Romania","Bucuresti","Furnizare","40527"
"Romania","Bucuresti","Furnizare","33604"
"Romania","Calinesti (serbauti)","Servicii","8002"
"Romania","Constanta","Furnizare","12120"
"Romania","Iasi","Servicii","18700"
"Romania","Sibiu","Furnizare","26730"
"Romania","Baia Mare","Servicii","1430850"
"Romania","Bucuresti","Furnizare","245"
"Romania","Bucuresti","Furnizare","781"
"Romania","Bucuresti","Lucrari","651272"
"Romania","Cluj-Napoca","Servicii","73750"
"Romania","Oradea","Furnizare","141086"
"Romania","Mihalaseni","Servicii","698584"
"Romania","Cluj-Napoca","Lucrari","3199416"
"Romania","Bucuresti","Furnizare","116700"
"Romania","Bucuresti","Servicii","312701"
"Romania","Bucuresti","Servicii","26688"
"Romania","Remetea Mare","Furnizare","32680"
"Romania","Targu Mures","Furnizare","458800"
"Romania","Bucuresti","Servicii","680000"
"Romania","Bucuresti","Servicii","243000"
"Romania","Remetea Mare","Furnizare","33604"
"Romania","Bucuresti","Servicii","525081"
"Romania","Suceava","Lucrari","87048"
"Romania","Gilau","Furnizare","33604"
"Romania","Manastirea Humorului","Servicii","218000"
"Romania","Motru","Servicii","54460"
"Romania","Craiova","Furnizare","4406"
"Romania","Craiova","Furnizare","6192"
"Romania","Craiova","Furnizare","7526"
"Romania","Craiova","Furnizare","11088"
"Romania","Craiova","Furnizare","13776"
"Romania","Bucuresti","Furnizare","417929"
"Romania","Gura Humorului","Furnizare","53592"
"Romania","Bucuresti","Servicii","307799"
"Romania","Bucuresti","Servicii","585000"
"Romania","Bucuresti","Furnizare","21605"
"Romania","Zagon","Servicii","38400"
"Romania","Resita","Lucrari","1462106"
"Romania","Bucuresti","Furnizare","5263"
"Romania","Bucuresti","Furnizare","5789"
"Romania","Bucuresti","Furnizare","8712"
"Romania","Asau","Servicii","404930"
"Romania","stei","Lucrari","642497"
"Romania","Ibanesti","Servicii","381919"
"Romania","Suceava","Furnizare","2950"
"Romania","Suceava","Furnizare","41406"
"Romania","Galati","Servicii","488970"
"Romania","Onesti","Furnizare","103200"
"Romania","Onesti","Furnizare","108000"
"Romania","Suceava","Servicii","9900"
"Romania","Suceava","Servicii","13555"
"Romania","Suceava","Servicii","17174"
"Romania","Suceava","Servicii","139643"
"Romania","Suceava","Servicii","5069"
"Romania","Suceava","Servicii","153387"
"Romania","Suceava","Servicii","78967"
"Romania","Suceava","Servicii","182935"
"Romania","Suceava","Servicii","157170"
"Romania","Vaslui","Furnizare","2927"
"Romania","Vaslui","Furnizare","11394"
"Romania","Vaslui","Furnizare","15695"
"Romania","Bistrita","Lucrari","3635807"
"Romania","Suceava","Lucrari","74861"
"Romania","Parava","Servicii","448060"
"Romania","Oboga","Servicii","190800"
"Romania","Iasi","Servicii","329994"
"Romania","Bucuresti","Furnizare","26730"
"Romania","Bucuresti","Furnizare","134"
"Romania","Bucuresti","Furnizare","896"
"Romania","Bucuresti","Furnizare","2808"
"Romania","Bucuresti","Furnizare","11740"
"Romania","Bucuresti","Furnizare","120300"
"Romania","Deva","Furnizare","29940"
"Romania","Deva","Furnizare","36256"
"Romania","Deva","Furnizare","134"
"Romania","Deva","Furnizare","1446"
"Romania","Deva","Furnizare","1680"
"Romania","Deva","Furnizare","15600"
"Romania","scheia","Servicii","271715"
"Romania","Bucuresti","Servicii","384871"
"Romania","Braila","Furnizare","10330"
"Romania","Targu Mures","Servicii","204000"
"Romania","Bucuresti","Furnizare","3038127"
"Romania","Curtea de Arges","Furnizare","40912"
"Romania","Curtea de Arges","Furnizare","207322"
"Romania","Calan","Lucrari","992682"
"Romania","Targu Mures","Furnizare","4421444"
"Romania","Iasi","Furnizare","33604"
"Romania","Iasi","Furnizare","105000"
"Romania","Craiova","Lucrari","6717677"
"Romania","Craiova","Furnizare","149792"
"Romania","Bucuresti","Lucrari","539400"
"Romania","Bucuresti","Lucrari","448000"
"Romania","Targu Jiu","Lucrari","1184500"
"Romania","Bucuresti","Furnizare","302141"
"Romania","Bucuresti","Furnizare","17860"
"Romania","Orlesti","Furnizare","23385"
"Romania","Brasov","Furnizare","2264"
"Romania","Remetea","Lucrari","106805196"
"Romania","Bucuresti","Furnizare","23760"
"Romania","sarmasag","Furnizare","165550"
"Romania","Bucuresti","Furnizare","19410"
"Romania","Biharia","Lucrari","13313497"
"Romania","Targu Jiu","Servicii","4800"
"Romania","Oradea","Servicii","174000"
"Romania","Bucuresti","Servicii","158191"
"Romania","Tulcea","Servicii","232916"
"Romania","Tulcea","Servicii","229373"
"Romania","Baia Mare","Furnizare","42105"
"Romania","Baia Mare","Furnizare","100482"
"United Kingdom","Bristol","Servicii","23000"
"Romania","Voluntari","Furnizare","59167"
"Romania","Voluntari","Furnizare","262167"
"Romania","Bucuresti","Furnizare","491703"
"Romania","Bucuresti","Furnizare","1350300"
"Romania","Bucuresti","Furnizare","16072"
"Romania","Bucuresti","Servicii","550747"
"Romania","Bucuresti","Servicii","384661"
"Romania","Bucuresti","Furnizare","24800"
"Romania","Oradea","Servicii","120000"
"Romania","Bucuresti","Servicii","5300"
"Romania","Modelu","Servicii","530000"
"Romania","Craiova","Servicii","104354"
"Romania","Bucuresti","Furnizare","644640"
"Romania","Bucuresti","Furnizare","46980"
"Romania","Remetea Mare","Furnizare","5691"
"Romania","Remetea Mare","Furnizare","3425"
"Romania","Cluj-Napoca","Servicii","528000"
"Romania","Bucuresti","Furnizare","13600"
"Romania","Bucuresti","Furnizare","114750"
"Romania","Bucuresti","Furnizare","165000"
"Romania","Mesesenii de Jos","Furnizare","90200"
"Romania","Pantelimon","Servicii","734092"
"Romania","Slatina","Furnizare","16130"
"Romania","Iasi","Furnizare","25907"
"Romania","Iasi","Furnizare","76502"
"Romania","Oradea","Furnizare","58000"
"Romania","Oradea","Furnizare","81500"
"Romania","Oradea","Furnizare","10500"
"Romania","Bucuresti","Furnizare","1315840"
"Romania","Voluntari","Furnizare","30760"
"Romania","Bucuresti","Servicii","37266"
"Romania","Ramnicu Valcea","Furnizare","68218"
"Romania","Bucuresti","Servicii","161155"
"Romania","Bucuresti","Servicii","76463"
"Romania","Constanta","Furnizare","8913"
"Romania","Constanta","Furnizare","1053"
"Romania","Constanta","Furnizare","41262"
"Romania","Bucuresti","Furnizare","105000"
"Romania","Bucuresti","Furnizare","132000"
"Romania","Bucuresti","Furnizare","178000"
"Romania","Filipestii de Padure","Furnizare","375"
"Romania","Filipestii de Padure","Furnizare","1800"
"Romania","Filipestii de Padure","Furnizare","2000"
"Romania","Filipestii de Padure","Furnizare","2240"
"Romania","Filipestii de Padure","Furnizare","2500"
"Romania","Filipestii de Padure","Furnizare","3750"
"Romania","Filipestii de Padure","Furnizare","4200"
"Romania","Filipestii de Padure","Furnizare","6400"
"Romania","Filipestii de Padure","Furnizare","9600"
"Romania","Filipestii de Padure","Furnizare","12000"
"Romania","Filipestii de Padure","Furnizare","29000"
"Romania","Filipestii de Padure","Furnizare","56400"
"Romania","Filipestii de Padure","Furnizare","57600"
"Romania","Bucuresti","Furnizare","44445"
"Romania","Lapusata","Furnizare","1717000"
"Romania","Bistrita","Lucrari","593831"
"Romania","Brasov","Furnizare","12388"
"Romania","Bucuresti","Furnizare","2121"
"Romania","Bucuresti","Furnizare","171"
"Romania","Bucuresti","Furnizare","14782"
"Romania","Giroc","Lucrari","987980"
"Romania","Bucuresti","Servicii","309600"
"Romania","Bucuresti","Servicii","472200"
"Romania","Baltatesti","Furnizare","375000"
"Romania","Bucuresti","Servicii","270000"
"Romania","Bucuresti","Servicii","280000"
"Romania","Borosteni","Servicii","56145"
"Romania","Bucuresti","Furnizare","40500"
"Romania","Bucuresti","Furnizare","2028000"
"Romania","Bucuresti","Furnizare","105500"
"Romania","Bucuresti","Furnizare","640000"
"Romania","Bucuresti","Furnizare","745000"
"Romania","Bucuresti","Furnizare","1890000"
"Romania","Bucuresti","Furnizare","1890000"
"Romania","Bucuresti","Furnizare","2316000"
"Romania","Bucuresti","Furnizare","88000"
"Romania","Bucuresti","Furnizare","117000"
"Romania","Bucuresti","Furnizare","536400"
"Romania","Bucuresti","Furnizare","121450"
"Romania","Bucuresti","Furnizare","177600"
"Romania","Bucuresti","Furnizare","640000"
"Romania","Bucuresti","Furnizare","177600"
"Romania","Bucuresti","Furnizare","177600"
"Romania","Bucuresti","Furnizare","294000"
"Romania","Bucuresti","Furnizare","229600"
"Romania","Bucuresti","Furnizare","29400"
"Romania","Bucuresti","Furnizare","142200"
"Romania","Bucuresti","Furnizare","576000"
"Romania","Bucuresti","Furnizare","196250"
"Romania","Bucuresti","Furnizare","380000"
"Romania","Bucuresti","Furnizare","380000"
"Romania","Bucuresti","Furnizare","384000"
"Romania","Bucuresti","Furnizare","342000"
"Romania","Bucuresti","Furnizare","33600"
"Romania","Bucuresti","Furnizare","36000"
"Romania","Bucuresti","Furnizare","660000"
"Romania","Bucuresti","Furnizare","317600"
"Romania","Bucuresti","Furnizare","43850"
"Romania","Bucuresti","Furnizare","256000"
"Romania","Bucuresti","Furnizare","135600"
"Romania","Bucuresti","Furnizare","43200"
"Romania","Bucuresti","Furnizare","177600"
"Romania","Bucuresti","Furnizare","355200"
"Romania","Bucuresti","Furnizare","38000"
"Romania","Bucuresti","Furnizare","142200"
"Romania","Bucuresti","Furnizare","442000"
"Romania","Bucuresti","Furnizare","688000"
"Romania","Bucuresti","Furnizare","189600"
"Romania","Bucuresti","Furnizare","13200"
"Romania","Bucuresti","Furnizare","131700"
"Romania","Bucuresti","Furnizare","130800"
"Romania","Bucuresti","Furnizare","94400"
"Romania","Bucuresti","Furnizare","66000"
"Romania","Bucuresti","Furnizare","496000"
"Romania","Bucuresti","Furnizare","496000"
"Romania","Bucuresti","Furnizare","496000"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","624000"
"Romania","Bucuresti","Furnizare","624000"
"Romania","Bucuresti","Furnizare","704000"
"Romania","Bucuresti","Furnizare","704000"
"Romania","Bucuresti","Furnizare","87000"
"Romania","Bucuresti","Furnizare","141600"
"Romania","Bucuresti","Furnizare","175200"
"Romania","Bucuresti","Furnizare","217000"
"Romania","Bucuresti","Furnizare","197500"
"Romania","Bucuresti","Furnizare","460000"
"Romania","Bucuresti","Furnizare","196500"
"Romania","Bucuresti","Furnizare","234000"
"Romania","Bucuresti","Furnizare","234000"
"Romania","Bucuresti","Furnizare","146400"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","12000"
"Romania","Bucuresti","Furnizare","29400"
"Romania","Bucuresti","Furnizare","76000"
"Romania","Bucuresti","Furnizare","192000"
"Romania","Bucuresti","Furnizare","224000"
"Romania","Bucuresti","Furnizare","432500"
"Romania","Bucuresti","Furnizare","256000"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","288000"
"Romania","Bucuresti","Furnizare","288000"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","307840"
"Romania","Bucuresti","Furnizare","736000"
"Romania","Bucuresti","Furnizare","77800"
"Romania","Bucuresti","Furnizare","77800"
"Romania","Bucuresti","Furnizare","69000"
"Romania","Bucuresti","Furnizare","49000"
"Romania","Bucuresti","Furnizare","58800"
"Romania","Bucuresti","Furnizare","22400"
"Romania","Bucuresti","Furnizare","29400"
"Romania","Bucuresti","Furnizare","29400"
"Romania","Bucuresti","Furnizare","44800"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","272000"
"Romania","Bucuresti","Furnizare","58800"
"Romania","Bucuresti","Furnizare","33600"
"Romania","Bucuresti","Furnizare","54400"
"Romania","Bucuresti","Furnizare","57600"
"Romania","Bucuresti","Furnizare","70400"
"Romania","Bucuresti","Furnizare","70400"
"Romania","Bucuresti","Furnizare","70400"
"Romania","Bucuresti","Furnizare","152000"
"Romania","Bucuresti","Furnizare","342000"
"Romania","Bucuresti","Furnizare","688800"
"Romania","Bucuresti","Furnizare","21900"
"Romania","Bucuresti","Furnizare","282705"
"Romania","Bucuresti","Furnizare","114750"
"Romania","Bucuresti","Furnizare","165000"
"Romania","Scornicesti","Furnizare","57400"
"Romania","Bucuresti","Furnizare","20054"
"Romania","Bucuresti","Furnizare","26111"
"Romania","Bucuresti","Furnizare","237600"
"Romania","Vulcan","Furnizare","43400"
"Romania","Bucuresti","Servicii","11245404"
"Romania","Mogosoaia","Furnizare","2218"
"Romania","Mogosoaia","Furnizare","30879"
"Romania","Mogosoaia","Furnizare","4870"
